upstream_cpp	n_gm	kt_files	gm_status	source_tags	test_files	disabled_tags	bucket
fontscaler	1	FontScalerGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/FontScalerTest.kt	-	ported
fontscalerdistortable	1	FontScalerDistortableGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/FontScalerDistortableTest.kt	-	ported
fp_sample_chaining	1	FpSampleChainingGM.kt	TEST_DISABLED	STUB.GR_FRAGMENT_PROCESSOR	skia-integration-tests/src/test/kotlin/org/skia/tests/FpSampleChainingTest.kt	STUB.GR_FRAGMENT_PROCESSOR	gpu-intractable
fpcoordinateoverride	1	FpCoordinateOverrideGM.kt	TEST_DISABLED	STUB.GR_FRAGMENT_PROCESSOR	skia-integration-tests/src/test/kotlin/org/skia/tests/FpCoordinateOverrideTest.kt	STUB.GR_FRAGMENT_PROCESSOR	gpu-intractable
fwidth_squircle	1	FwidthSquircleGM.kt	TEST_DISABLED	STUB.GANESH_FWIDTH	skia-integration-tests/src/test/kotlin/org/skia/tests/FwidthSquircleTest.kt	STUB.GANESH_FWIDTH	gpu-intractable
gammatext	3	GammaShaderTextGM.kt,GammatextColorShaderGM.kt	PARTIAL	-	skia-integration-tests/src/test/kotlin/org/skia/tests/GammaShaderTextTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/GammatextColorShaderTest.kt	-	partial-coverage
getpostextpath	1	GetPosTextPathGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/GetPosTextPathTest.kt	-	ported
giantbitmap	1	GiantBitmapGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/GiantBitmapTest.kt	-	ported
glyph_pos	6	-	MISSING	-	-	-	missing-mapping
gm	0	-	HELPER	-	-	-	helper
gpu_blur_utils	7	GpuBlurUtilsGM.kt	TEST_DISABLED	STUB.GPU_GANESH_BLUR_UTILS	skia-integration-tests/src/test/kotlin/org/skia/tests/GpuBlurUtilsTest.kt	STUB.GPU_GANESH_BLUR_UTILS	gpu-intractable
gradient_dirty_laundry	1	GradientDirtyLaundryGM.kt,GradientsGM.kt	PARTIAL	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/GradientDirtyLaundryWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/GradientDirtyLaundryTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/GradientDirtyLaundryCrossBackendTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/GradientsWebGpuTest.kt	-	partial-coverage
gradient_matrix	1	GradientMatrixGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/GradientMatrixTest.kt	-	ported
gradients	25	ClampedGradientsGM.kt,GradientDirtyLaundryGM.kt,GradientManyHardStopsGM.kt,GradientManyStopsGM.kt,GradientsAlphaManyStopsGM.kt,GradientsColorSpaceGM.kt,GradientsColorSpaceManyStopsGM.kt,GradientsColorSpaceTilemodeGM.kt,GradientsDegenrate2PointGM.kt,GradientsDupColorStopsGM.kt,GradientsGM.kt,GradientsHueMethodGM.kt,GradientsInterestingGM.kt,GradientsLocalPerspectiveGM.kt,GradientsViewPerspectiveGM.kt,LinearGradientGM.kt,LinearGradientTinyGM.kt,RadialGradient2GM.kt,RadialGradient3GM.kt,RadialGradient4GM.kt,RadialGradientGM.kt,RgbwSweepGradientGM.kt,SmallColorStopGM.kt,SweepTilingGM.kt	PARTIAL	STUB.GRADIENT_INTERPOLATION	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/ClampedGradientsWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ClampedGradientsTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/ClampedGradientsCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/GradientDirtyLaundryTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/GradientDirtyLaundryWebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/GradientDirtyLaundryCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/GradientsDegenrate2PointTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/GradientsWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/GradientsLocalPerspectiveTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/GradientsViewPerspectiveTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/LinearGradientTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/LinearGradientTinyTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/LinearGradientTinyCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/RadialGradient2Test.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/RadialGradient2WebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/RadialGradient2CrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/RadialGradient3Test.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/RadialGradient3WebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/RadialGradient3CrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/RadialGradient4Test.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/RadialGradient4WebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/RadialGradient4CrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/RadialGradientTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/RadialGradientWebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/RadialGradientCrossBackendTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/RgbwSweepGradientWebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/SweepTilingWebGpuTest.kt	-	implementation
gradients_2pt_conical	1	ConicalGradientsGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/ConicalGradientsWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ConicalGradientsTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/ConicalGradientsCrossBackendTest.kt	ALIAS	alias
gradients_degenerate	1	DegenerateGradientGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/DegenerateGradientTest.kt	-	ported
gradients_no_texture	2	GradientsManyColorsGM.kt,GradientsNoTextureGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/GradientsNoTextureWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/GradientsManyColorsTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/GradientsNoTextureTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/GradientsNoTextureCrossBackendTest.kt	-	ported
gradtext	3	GradTextGM.kt	PARTIAL	-	-	-	partial-coverage
graphite_replay	1	GraphiteReplayGM.kt	TEST_DISABLED	STUB.GRAPHITE	skia-integration-tests/src/test/kotlin/org/skia/tests/GraphiteReplayTest.kt	STUB.GRAPHITE	gpu-intractable
graphitestart	1	GraphiteStartGM.kt	TEST_DISABLED	STUB.GRAPHITE,STUB.GRAPHITE.gaussianCF,STUB.GRAPHITE.makeWithColorFilter,STUB.GRAPHITE.writePixels	skia-integration-tests/src/test/kotlin/org/skia/tests/GraphiteStartTest.kt	STUB.GRAPHITE,STUB.GRAPHITE.gaussianCF,STUB.GRAPHITE.writePixels	gpu-intractable
grayscalejpg	1	GrayscaleJpgGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/GrayscaleJpgTest.kt	-	ported
hairlines	4	HairlineSubdivGM.kt,HairlinesGM.kt,SquareHairDiffsGM.kt,SquareHairGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/HairlineSubdivWebGpuTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/HairlineSubdivCrossBackendTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/HairlinesCrossBackendTest.kt	-	ported
hairmodes	1	HairModesGM.kt	PORTED	-	-	-	ported
hardstop_gradients	1	HardstopGradientShaderGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/HardstopGradientShaderTest.kt	-	ported
hardstop_gradients_many	1	HardstopGradientsManyGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/HardstopGradientsManyTest.kt	-	ported
hdr_pip_blur	1	-	MISSING	-	-	-	missing-mapping
hello_bazel_world	1	-	MISSING	-	-	-	missing-mapping
highcontrastfilter	1	HighContrastFilterGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/HighContrastFilterGMTest.kt	-	ported
hittestpath	1	HitTestPathGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/HitTestPathTest.kt	-	ported
hsl	2	HslBlendGM.kt,HslGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/HslBlendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/HslTest.kt	-	ported
hugepath	3	HugePathCrbug800804GM.kt,PathHugeAaGM.kt,PathHugeCrbug800804GM.kt	PARTIAL	-	skia-integration-tests/src/test/kotlin/org/skia/tests/HugePathCrbug800804Test.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/PathHugeAaTest.kt	-	partial-coverage
image	6	Crbug404394639GM.kt,ImageGM.kt,ImageSubsetGM.kt,NewTextureImageGM.kt,ScalePixelsGM.kt,ScalepixelsUnpremulGM.kt	PARTIAL	STUB.GPU_TEXTURE_FROM_IMAGE,STUB.IMAGE_MAKE_SCALED	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/ScalePixelsWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/Crbug404394639Test.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ImageGMTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ImageSubsetTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/NewTextureImageTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ScalePixelsTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/ScalePixelsCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ScalepixelsUnpremulTest.kt	STUB.GPU_TEXTURE_FROM_IMAGE,STUB.IMAGE_MAKE_SCALED,STUB.PIXMAP_SCALE	gpu-intractable
image_pict	2	ImageCacheratorGM.kt,ImagePictGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ImageCacheratorTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ImagePictTest.kt	-	ported
image_shader	4	DrawimageSamplingGM.kt,ImageShaderGM.kt,ImageshaderTinyscaleGM.kt,TextureimageAndShaderGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/DrawimageSamplingTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ImageShaderTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ImageshaderTinyscaleTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/TextureimageAndShaderTest.kt	-	ported
imageblur	2	ImageBlurGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ImageBlurTest.kt	-	ported
imageblur2	1	ImageBlur2GM.kt	TEST_DISABLED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ImageBlur2Test.kt	SLOW.GM_STRESS	slow-or-reference
imageblurclampmode	1	ImageBlurClampModeGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ImageBlurClampModeTest.kt	-	ported
imageblurrepeatmode	2	ImageBlurRepeatModeGM.kt,ImageBlurRepeatUnclippedGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ImageBlurRepeatModeTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ImageBlurRepeatUnclippedTest.kt	-	ported
imageblurtiled	1	ImageBlurTiledGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ImageBlurTiledTest.kt	-	ported
imagedither	1	ImageDitherGM.kt	PORTED	-	-	-	ported
imagefilters	5	FastSlowBlurImageFilterGM.kt,ImageFiltersEffectOrderGM.kt,ImageFiltersXfermodesGM.kt,MultipleFiltersGM.kt,SaveLayerWithBackdropGM.kt	PARTIAL	STUB.IFX.MULTIPLE_FILTERS_SPAN	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/SaveLayerWithBackdropWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/FastSlowBlurImageFilterTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ImageFiltersEffectOrderTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ImageFiltersXfermodesTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/MultipleFiltersTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/SaveLayerWithBackdropTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/SaveLayerWithBackdropCrossBackendTest.kt	STUB.BACKDROP_FILTER,STUB.IFX.MULTIPLE_FILTERS_SPAN	implementation
imagefiltersbase	4	ImageFiltersBaseGM.kt,ImageFiltersTextBaseGM.kt	PARTIAL	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/ImageFiltersTextBaseWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ImageFiltersBaseTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ImageFiltersTextBaseTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/ImageFiltersTextBaseCrossBackendTest.kt	STUB.TEXT_IMAGE_FILTER	implementation
imagefiltersclipped	2	ImageFilterConvolveSubsetGM.kt,ImageFiltersClippedGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ImageFilterConvolveSubsetTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ImageFiltersClippedTest.kt	-	ported
imagefilterscropexpand	1	ImageFiltersCropExpandGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ImageFiltersCropExpandTest.kt	-	ported
imagefilterscropped	1	ImageFiltersCroppedGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ImageFiltersCroppedTest.kt	-	ported
imagefiltersgraph	1	ImageFiltersGraphGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ImageFiltersGraphTest.kt	-	ported
imagefiltersscaled	1	ImageFiltersScaledGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ImageFiltersScaledTest.kt	-	ported
imagefiltersstroked	1	ImageFiltersStrokedGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ImageFiltersStrokedTest.kt	-	ported
imagefilterstransformed	5	ImageFilterComposedTransformGM.kt,ImageFilterTransformedImageGM.kt,ImageFiltersTransformedGM.kt,ImageFiltersTransformedOriginalGM.kt,RotateImageFilterGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ImageFilterComposedTransformTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ImageFilterTransformedImageTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ImageFiltersTransformedTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ImageFiltersTransformedOriginalTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/RotateImageFilterTest.kt	-	ported
imagefiltersunpremul	1	ImageFiltersUnpremulGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ImageFiltersUnpremulTest.kt	-	ported
imagefromyuvtextures	1	-	MISSING	-	-	-	missing-mapping
imagemagnifier	3	ImageMagnifierGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ImageMagnifierTest.kt	-	ported
imagemakewithfilter	1	ImageMakeWithFilterGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ImageMakeWithFilterTest.kt	-	ported
imagemasksubset	1	ImageMaskSubsetGM.kt	TEST_DISABLED	STUB.ALPHA8_IMAGE_AS_MASK	skia-integration-tests/src/test/kotlin/org/skia/tests/ImageMaskSubsetTest.kt	STUB.ALPHA8_IMAGE_AS_MASK	implementation
imageresizetiled	1	ImageResizeTiledGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ImageResizeTiledTest.kt	-	ported
imagesource	1	ImageSourceGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ImageSourceTest.kt	-	ported
imagesource2	1	ImageSourceGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ImageSourceTest.kt	-	ported
internal_links	1	InternalLinksGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/InternalLinksTest.kt	-	ported
inverseclip	1	InverseClipGM.kt	PORTED	-	-	-	ported
inversepaths	3	InverseFillFiltersGM.kt,InversePathsGM.kt,InverseWindingmodeFiltersGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/InverseFillFiltersTest.kt	-	ported
jpg_color_cube	1	ColorCubeGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/ColorCubeWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ColorCubeTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/ColorCubeCrossBackendTest.kt	STUB.COLOR_CUBE_LUT	ported
kawase_blur_rt	1	-	MISSING	-	-	-	missing-mapping
labyrinth	3	LabyrinthGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/LabyrinthTest.kt	-	ported
largeclippedpath	2	LargeClippedPathGM.kt	PORTED	-	-	-	ported
largeglyphblur	1	LargeGlyphBlurGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/LargeGlyphBlurTest.kt	-	ported
lattice	4	LatticeAlphaGM.kt,LatticeGM.kt,NinepatchEdgeCase349428795GM.kt	PARTIAL	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/LatticeCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/LatticeAlphaTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/LatticeTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/NinepatchEdgeCase349428795Test.kt	-	partial-coverage
lazytiling	1	LazyTilingGM.kt	TEST_DISABLED	STUB.LAZY_TILING_GPU	skia-integration-tests/src/test/kotlin/org/skia/tests/LazyTilingTest.kt	STUB.LAZY_TILING_GPU	gpu-intractable
lcdblendmodes	1	LcdBlendGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/LcdBlendTest.kt	-	ported
lcdoverlap	1	LcdOverlapGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/LcdOverlapTest.kt	-	ported
lcdtext	3	LcdTextGM.kt,LcdTextSizeGM.kt,SaveLayerPreserveLCDTextGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/SaveLayerPreserveLCDTextWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/LcdTextSizeTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/LcdTextTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/SaveLayerPreserveLCDTextTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/SaveLayerPreserveLCDTextCrossBackendTest.kt	-	ported
lighting	1	ImageLightingGM.kt	PORTED	-	-	-	ported
linepaths	2	-	MISSING	-	-	-	missing-mapping
localmatriximagefilter	1	LocalMatrixImageFilterGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/LocalMatrixImageFilterTest.kt	-	ported
localmatriximageshader	2	LocalMatrixImageShaderFilteringGM.kt,LocalMatrixImageShaderGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/LocalMatrixImageShaderFilteringTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/LocalMatrixImageShaderTest.kt	-	ported
localmatrixshader	3	LocalMatrixOrderGM.kt,LocalMatrixShaderGM.kt,LocalMatrixShaderPerspGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/LocalMatrixOrderTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/LocalMatrixShaderTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/LocalMatrixShaderPerspTest.kt	-	ported
lumafilter	2	AlternateLumaGM.kt,LumaFilterGM.kt	TEST_DISABLED	STUB.COLOR_FILTER_PRIV	skia-integration-tests/src/test/kotlin/org/skia/tests/AlternateLumaTest.kt	STUB.COLOR_FILTER_PRIV	implementation
luminosity	1	LuminosityOverflowGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/LuminosityOverflowTest.kt	-	ported
mac_aa_explorer	2	MacAAFontsGM.kt,MacaaColorsGM.kt	PARTIAL	-	skia-integration-tests/src/test/kotlin/org/skia/tests/MacAAFontsTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/MacaaColorsTest.kt	-	platform-gated
make_raster_image	1	MakeRasterImageGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/MakeRasterImageWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/MakeRasterImageTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/MakeRasterImageCrossBackendTest.kt	-	ported
makecolorspace	3	MakeColorSpaceGM.kt,MakeColorTypeAndSpaceGM.kt,ReinterpretColorSpaceGM.kt	PORTED	STUB.IMAGE_REINTERPRET_COLOR_SPACE	skia-integration-tests/src/test/kotlin/org/skia/tests/MakeColorSpaceTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/MakeColorTypeAndSpaceTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ReinterpretColorSpaceTest.kt	-	ported
mandoline	1	SliverPathsGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/SliverPathsWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/SliverPathsTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/SliverPathsCrossBackendTest.kt	-	ported
manypathatlases	1	ManyPathAtlasesGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ManyPathAtlasesTest.kt	-	ported
manypaths	2	ManyCirclesGM.kt,ManyRRectsGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ManyCirclesTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ManyRRectsTest.kt	-	ported
matrixconvolution	1	MatrixConvolutionGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/MatrixConvolutionTest.kt	-	ported
matriximagefilter	1	MatrixImageFilterGM.kt	PORTED	-	-	-	ported
mesh	8	MeshGMs.kt	PARTIAL	STUB.MESH	-	-	implementation
mipmap	3	MipmapGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/MipmapTest.kt	-	ported
mirrortile	1	MirrorTileGM.kt	PORTED	-	-	-	ported
mixedtextblobs	1	MixedTextBlobsGM.kt	PORTED	STUB.EMOJI_TABLES	skia-integration-tests/src/test/kotlin/org/skia/tests/MixedTextBlobsGMTest.kt	-	font-gated
mixercolorfilter	1	MixerCFGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/MixerCFTest.kt	-	ported
modecolorfilters	1	ModeColorFilterGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/ModeColorFilterTest.kt	-	ported
morphology	1	MorphologyGM.kt	PORTED	-	-	-	ported
nearesthalfpixelimage	1	NearestHalfPixelImageGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/NearestHalfPixelImageTest.kt	-	ported
nested	2	NestedGM.kt,NestedHairlineSquareGM.kt	PORTED	-	-	-	ported
ninepatchstretch	1	NinePatchStretchGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/NinePatchStretchTest.kt	-	ported
nonclosedpaths	2	NonClosedPathsGM.kt	PARTIAL	-	skia-integration-tests/src/test/kotlin/org/skia/tests/NonClosedPathsTest.kt	-	partial-coverage
offsetimagefilter	2	OffsetImageFilterGM.kt,SimpleOffsetImageFilterGM.kt	PORTED	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/SimpleOffsetImageFilterWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/OffsetImageFilterTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/SimpleOffsetImageFilterTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/SimpleOffsetImageFilterCrossBackendTest.kt	-	ported
orientation	2	OrientationGM.kt	PARTIAL	-	skia-integration-tests/src/test/kotlin/org/skia/tests/OrientationTest.kt	-	partial-coverage
ovals	1	OvalGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/OvalTest.kt	-	ported
overdrawcanvas	2	OverdrawCanvasGM.kt,OverdrawTextXformGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/OverdrawCanvasTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/OverdrawTextXformTest.kt	-	ported
overdrawcolorfilter	1	OverdrawColorFilterGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/OverdrawColorFilterTest.kt	-	ported
overstroke	1	OverStrokeGM.kt	PARTIAL	-	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/OverStrokeCrossBackendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/OverStrokeTest.kt	-	partial-coverage
p3	2	P3GM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/P3Test.kt	-	ported
palette	1	FontPaletteGM.kt	TEST_DISABLED	STUB.COLR_V1,STUB.FIXTURE,STUB.FONTATIONS	skia-integration-tests/src/test/kotlin/org/skia/tests/FontPaletteTest.kt	STUB.COLR_V1,STUB.FIXTURE,STUB.FONTATIONS	font-gated
patch	5	PatchAlphaGM.kt,PatchAlphaTestGM.kt,PatchImageGM.kt,PatchImagePerspGM.kt,PatchPrimitiveGM.kt	PORTED	-	skia-integration-tests/src/test/kotlin/org/skia/tests/PatchAlphaTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/PatchImageTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/PatchImagePerspTest.kt	-	ported
path_stroke_with_zero_length	0	-	HELPER	-	-	-	helper
patharcto	3	ArctoSkbug9272GM.kt,PathAppendExtendGM.kt,ShallowAnglePathArcToGM.kt	PARTIAL	STUB.PERSPECTIVE_ADDPATH	gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/ShallowAnglePathArcToWebGpuTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ArctoSkbug9272Test.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/PathAppendExtendTest.kt,skia-integration-tests/src/test/kotlin/org/skia/tests/ShallowAnglePathArcToTest.kt,gpu-raster/src/test/kotlin/org/skia/gpu/webgpu/crossbackend/ShallowAnglePathArcToCrossBackendTest.kt	STUB.PERSPECTIVE_ADDPATH	implementation
